Tag/Monat/Jahr 	Sonnenaufgang 	Sonnenuntergang 	Mondaufgang 	Monduntergang
5.	Juni	2024	04:56	20:51	03:40	20:13
6.	Juni	2024	04:55	20:51	04:14	21:31
7.	Juni	2024	04:55	20:52	05:00	22:35
8.	Juni	2024	04:55	20:53	05:59	23:25
9.	Juni	2024	04:54	20:54	07:08	----
10.	Juni	2024	04:54	20:54	08:21	00:00
11.	Juni	2024	04:54	20:55	09:34	00:26
12.	Juni	2024	04:54	20:55	10:45	00:46
13.	Juni	2024	04:54	20:56	11:53	01:02
14.	Juni	2024	04:53	20:57	12:59	01:16
15.	Juni	2024	04:53	20:57	14:05	01:29
16.	Juni	2024	04:53	20:57	15:12	01:42
17.	Juni	2024	04:53	20:58	16:21	01:56
18.	Juni	2024	04:53	20:58	17:34	02:12
19.	Juni	2024	04:54	20:58	18:48	02:32
20.	Juni	2024	04:54	20:59	20:03	03:00
21.	Juni	2024	04:54	20:59	21:12	03:38
22.	Juni	2024	04:54	20:59	22:09	04:30
23.	Juni	2024	04:55	20:59	22:53	05:38
24.	Juni	2024	04:55	20:59	23:25	06:56
25.	Juni	2024	04:55	20:59	23:50	08:20
26.	Juni	2024	04:56	20:59	----	09:45
27.	Juni	2024	04:56	20:59	00:09	11:07
28.	Juni	2024	04:57	20:59	00:26	12:28
29.	Juni	2024	04:57	20:59	00:42	13:49
30.	Juni	2024	04:58	20:59	00:59	15:10
1.	Juli	2024	04:58	20:58	01:18	16:32
